id,url,createdTime,Temps total,Drive,CTA,Pilier,Catégorie,Semaine,ID idée mère,Statut,Instagram,LinkedIn,Project 3,Newsletter,Canva,Conversion / Funnel,Texte final,Phase éditoriale,Format Instagram,Column 2,Format LinkedIn,Plateforme,Lead Magnet,Hook,Ordre,Format,Project 1,Résultat,Project 2,Sujet
3c17299b-2234-8175-8575-d21e49ec3c00,https://app.notion.com/3c17299b223481758575d21e49ec3c00,2026-08-19 13:04:02Z,,,,Product Builder,Insights,,54,Idée capturée,,,,,,,,Sujet approuvé,,,,,AI Operating System Starter Kit — kit de classement et capitalisation,,7,,,,,Chaque nouveau skill doit rejoindre un pipeline pour transformer le travail en capital.
3c17299b-2234-819f-88ba-d569bd795272,https://app.notion.com/3c17299b2234819f88bad569bd795272,2026-08-19 13:04:02Z,,,,IA appliquée,Difficulté d’intégration,,50,Idée capturée,,,,,,,,Sujet approuvé,,,,,AI Operating System Starter Kit — parcours Sortir du brouillard,,3,,,,,L’IA m’a d’abord noyée avant de me permettre de rebondir.
3c17299b-2234-81a5-887f-c5832ccd8b00,https://app.notion.com/3c17299b223481a5887fc5832ccd8b00,2026-08-19 13:04:02Z,,,,IA appliquée,Tips d’intégration,,52,Idée capturée,,,,,,,,Sujet approuvé,,,,,"Testée dans le Lab — une tâche dans Claude Code, Cursor et Codex",,5,,,,,Claude Code donne des mains à l’IA — l’humain reste le chef d’orchestre.
3c17299b-2234-81b7-a8a0-ecbe2140836c,https://app.notion.com/3c17299b223481b7a8a0ecbe2140836c,2026-08-19 13:04:02Z,,,,Product Builder,Tips d’intégration,,53,Idée capturée,,,,,,,,Sujet approuvé,,,,,AI Operating System Starter Kit — Pipeline Canvas,,6,,,,,La vraie unité de travail n’est pas le skill isolé : c’est le pipeline.
3c17299b-2234-81dd-a1f1-c702d9ef71e8,https://app.notion.com/3c17299b223481dda1f1c702d9ef71e8,2026-08-19 13:04:02Z,,,Commenter BUILDER → recevoir le diagnostic Product Builder.,Product Builder,Insights,,48,À valider,"HOOK ÉCRAN : « J’ai pris mon métier pour ma vocation. »

J’ai longtemps cru que l’immobilier était ma vocation.

Il faut dire que j’étais devenue très forte pour sauver les dossiers les plus improbables : trois offres au prix dans la même matinée, un propriétaire rappelé tous les quinze jours pendant quinze mois, un vendeur sous tutelle découvert après la signature du mandat…

Je pensais que mon talent, c’était vendre.

En réalité, la vente était seulement la partie visible.

Ce que je faisais vraiment, c’était observer une situation confuse, trouver le point qui bloquait, assembler les personnes et inventer le chemin jusqu’au résultat.

Le problème ? Tout ce système vivait dans ma tête. Chaque nouveau dossier avait besoin de moi. Impossible de me remplacer. Impossible de multiplier les projets jusqu’au bout.

L’immobilier n’était donc pas une erreur. C’était mon premier laboratoire.

Et l’IA n’a pas remplacé mon cerveau. Elle m’a enfin donné les moyens d’exécuter plus vite ce que j’essayais déjà de construire.

Aujourd’hui, je ne me demande plus seulement : « Est-ce que je sais le vendre ? »

Je me demande : « Est-ce que je peux le transformer en système ? »

Écrivez BUILDER si vous voulez recevoir le diagnostic Product Builder.","Pendant des années, j’ai pris ma capacité à sauver les dossiers impossibles pour du talent commercial.

Trois offres au prix dans la même matinée.
Un propriétaire rappelé tous les quinze jours pendant quinze mois avant d’obtenir son exclusivité.
Un vendeur placé sous tutelle… découvert deux semaines après la signature du mandat.

Oh malheur. Il n’y avait jamais de dossier facile dans notre métier.

Et pourtant, j’aimais profondément ce travail. Au point de croire que l’immobilier était ma vocation principale.

Avec le recul, il a aussi été mon moyen de gagner de l’argent pendant que je cherchais encore ce que je savais réellement construire.

Je pensais être une bonne vendeuse.

Mais la vente n’était que la partie visible.

Derrière chaque mandat, je faisais toujours la même chose :

1. comprendre une situation confuse ;
2. trouver le vrai point de blocage ;
3. réunir les personnes et les informations utiles ;
4. inventer un chemin praticable ;
5. pousser le dossier jusqu’au résultat.

Autrement dit : je construisais déjà des produits et des systèmes. Sans les appeler ainsi.

Le problème était moins glorieux : tout vivait dans ma tête.

Chaque dossier dépendait de mon énergie.
Chaque imprévu demandait une nouvelle pirouette.
Chaque projet supplémentaire se cognait au même plafond : une équipe limitée, cinq jours ouvrés et vingt-quatre heures dans une journée.

L’IA n’a pas remplacé mon cerveau ni ma stratégie.

Elle a rendu visible la différence entre savoir exécuter une tâche et savoir construire le système qui permettra de l’exécuter plusieurs fois.

L’immobilier n’était donc pas une erreur de parcours. C’était mon premier laboratoire.

Ma plus grande découverte professionnelle n’a pas été un nouvel outil.

C’était de comprendre que je n’étais pas seulement commerciale.

J’étais Product Builder depuis le début.

La vente était visible. La construction du système était invisible.

J’ai préparé un diagnostic très simple pour identifier si vous travaillez aujourd’hui comme Exécutant, Opérateur ou Product Builder.

Écrivez BUILDER en commentaire et je vous l’enverrai.",,,,Post → commentaire BUILDER → DM → diagnostic → newsletter → Explorer / Academy / Lab,,Rédaction,Reel Neva,,Post texte,,Diagnostic Product Builder —,J’ai pris mon métier pour ma vocation.,1,,,,,"Je pensais que l’immobilier était ma vocation. En réalité, je suis Product Builder."
3c17299b-2234-8026-8fc0-c16eca868713,https://app.notion.com/3c17299b223480268fc0c16eca868713,2026-08-19 14:07:08Z,,,,,,,55,,,,,,,,,Archive historique,,,,,,,,,,,,
3c17299b-2234-8136-a6a0-e2f851867248,https://app.notion.com/3c17299b22348136a6a0e2f851867248,2026-08-19 19:07:55Z,,,Commente « comparatif » si tu veux la grille pour choisir entre les deux selon ton usage.,IA appliquée,Insights,,56,Idée capturée,"Comparer Codex et Claude Code non pas sur la hype, mais sur l’usage réel : prise en main, clarté, vitesse pour avancer. La bascule se fait quand on arrête de demander ""lequel est le meilleur ?"" pour demander ""lequel me fait vraiment construire ?"". Le contenu doit aider à choisir selon son niveau et son besoin immédiat.","Partir d’un constat simple : deux outils peuvent sembler proches, mais ne créent pas la même dynamique de travail au quotidien. Proposer une grille de lecture concrète pour comparer Codex et Claude Code selon le type de tâche, la fluidité d’exécution et la capacité à rester dans le flux. L’enseignement business : un bon outil n’est pas celui qui promet le plus, c’est celui qui réduit la friction et accélère la production réelle.",,,,,,Quarantaine,Carrousel,,Post texte,LinkedIn,"Une grille de comparaison simple à dupliquer pour évaluer Codex et Claude Code selon son contexte, son niveau et son type de projet.","Le meilleur outil de code n’est pas le plus impressionnant, c’est celui que tu ouvres encore au jour 7.",,Post texte,,,,Codex vs Claude Code : lequel choisir selon le vrai usage
3c17299b-2234-8103-bf50-cb34cb5016fb,https://app.notion.com/3c17299b22348103bf50cb34cb5016fb,2026-08-19 19:08:18Z,,,Envoyez l’idée brute complète pour que je la transforme en vraie fiche éditoriale exploitable.,Business & Mindset,Insights,,57,Idée capturée,"Prendre cette phrase comme exemple d’un faux point de départ : on croit avoir une idée, mais on n’a qu’un résidu technique. Montrer la bascule entre bruit et message utile, puis rappeler qu’un contenu doit porter une promesse claire dès l’écran.","Partir de cette ligne brute pour montrer une erreur fréquente : publier un fragment sans intention ne crée aucune valeur. Expliquer la méthode simple pour transformer une matière pauvre en angle exploitable : contexte, problème, apprentissage business.",,,,,,,Visuel statique,,Post texte,LinkedIn,Checklist de qualification d’idée brute avant transformation en contenu,"Une ligne de générique ne devient pas un contenu, même si elle ressemble à une phrase.",,Post texte,,,,Pourquoi cette mention de sous-titres ne raconte rien d’utile
3c17299b-2234-80e6-9cf1-d280a573ee46,https://app.notion.com/3c17299b223480e69cf1d280a573ee46,2026-08-19 22:56:49Z,,,,,,,58,,,,,,,,,Quarantaine,,,,,,,,,,,,Продуктовое мышление
3c27299b-2234-80ba-a7ee-c1ce50a6d116,https://app.notion.com/3c27299b223480baa7eec1ce50a6d116,2026-08-20 09:37:56Z,,,,,,,59,,,,,,,,,Quarantaine,,,,,,,,,,,,Я люблю своих конкурентов
3c37299b-2234-81bc-946e-e44b63d66da7,https://app.notion.com/3c37299b223481bc946ee44b63d66da7,2026-08-21 08:24:58Z,,,Commentez « réflexe » si vous voulez une trame simple pour transformer une compétence apprise en habitude d’exécution.,Business & Mindset,Insights,,60,Idée capturée,"Montrer qu’on peut apprendre une technique étape par étape sans jamais vraiment l’utiliser. La bascule : le problème n’est pas seulement l’apprentissage, mais l’identité qui n’a pas encore intégré ce nouveau niveau. Finir sur une idée simple et visuelle : une compétence devient utile quand elle devient un réflexe.","Partir d’un constat vécu : apprendre une nouvelle compétence donne souvent l’illusion d’avancer, alors que rien ne change dans l’exécution quotidienne. Expliquer que l’adoption réelle commence quand la posture mentale évolue avec la compétence, jusqu’à créer un automatisme. L’enseignement business : une méthode n’a de valeur que si elle modifie les comportements, pas seulement les connaissances.",,,,,,Quarantaine,Carrousel,,Post texte,LinkedIn,Une checklist pratique pour passer d’une compétence apprise à un réflexe concret dans son quotidien.,"Tant que votre mentalité reste à l’ancien niveau, la nouvelle compétence ne devient jamais un réflexe.",,Post texte,,,,Apprendre une compétence ne suffit pas si votre niveau d’identité ne change pas
